"No.","Time","Source","Destination","Protocol","Length","Info"
"4202","158.658185","192.168.0.2","219.100.144.223","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4203","158.658486","192.168.0.2","213.70.209.255","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4204","158.658760","192.168.0.2","78.21.207.18","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4205","158.658992","192.168.0.2","164.12.143.166","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4206","158.659231","192.168.0.2","71.186.129.142","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4207","158.659499","192.168.0.2","129.163.118.66","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4208","158.659778","192.168.0.2","180.42.128.58","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4209","158.660045","192.168.0.2","198.161.172.114","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4210","158.660373","192.168.0.2","136.188.198.187","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4211","158.660664","192.168.0.2","98.29.206.162","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4212","158.660943","192.168.0.2","32.5.16.235","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4213","158.661239","192.168.0.2","167.119.52.85","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4214","158.661517","192.168.0.2","222.151.230.189","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4215","158.661794","192.168.0.2","109.55.190.214","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4216","158.662069","192.168.0.2","73.226.33.44","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4217","158.662335","192.168.0.2","19.205.65.36","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4218","158.662518","192.168.0.2","116.83.200.36","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4219","158.662690","192.168.0.2","120.10.13.17","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4220","158.662824","192.168.0.2","8.136.190.254","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4221","158.662947","192.168.0.2","208.201.123.110","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4222","158.663119","192.168.0.2","74.2.71.70","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4223","158.663263","192.168.0.2","44.158.15.185","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4224","158.663401","192.168.0.2","68.5.170.18","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4225","158.663540","192.168.0.2","8.91.89.137","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4226","158.663680","192.168.0.2","89.98.0.175","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4227","158.663823","192.168.0.2","43.225.108.178","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4228","158.663961","192.168.0.2","88.29.59.103","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4229","158.664127","192.168.0.2","155.88.147.242","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4230","158.664677","192.168.0.2","189.77.140.84","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4231","158.664971","192.168.0.2","175.192.189.208","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4232","158.665288","192.168.0.2","176.231.147.31","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4233","158.665575","192.168.0.2","38.85.58.137","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4234","158.665877","192.168.0.2","88.75.104.5","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4235","158.666182","192.168.0.2","98.180.68.253","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4236","158.666453","192.168.0.2","210.247.114.225","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4237","158.666708","192.168.0.2","27.246.153.11","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4238","158.666960","192.168.0.2","5.235.28.7","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4239","158.667211","192.168.0.2","185.204.204.37","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4240","158.667481","192.168.0.2","139.68.96.42","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4241","158.667765","192.168.0.2","203.74.88.238","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4242","158.668018","192.168.0.2","85.99.160.248","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4243","158.668325","192.168.0.2","44.68.118.207","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4244","158.668622","192.168.0.2","190.24.68.133","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4245","158.668899","192.168.0.2","179.175.95.185","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4246","158.669177","192.168.0.2","207.152.28.73","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4247","158.669464","192.168.0.2","85.184.68.103","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4248","158.669750","192.168.0.2","138.177.25.215","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4249","158.670027","192.168.0.2","32.149.156.102","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4250","158.670326","192.168.0.2","217.214.172.155","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4251","158.670603","192.168.0.2","148.16.83.101","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4252","158.671458","192.168.0.2","66.178.159.4","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4253","158.671852","192.168.0.2","183.11.245.59","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4254","158.672095","192.168.0.2","133.111.8.254","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4255","158.672344","192.168.0.2","85.58.115.80","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4256","158.672510","192.168.0.2","62.253.163.12","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4257","158.672631","192.168.0.2","120.166.200.71","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4258","158.672856","192.168.0.2","35.1.218.179","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4259","158.673051","192.168.0.2","203.210.42.59","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4260","158.673245","192.168.0.2","111.246.4.65","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4261","158.673438","192.168.0.2","57.49.80.201","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4262","158.673653","192.168.0.2","180.41.150.45","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4263","158.673848","192.168.0.2","191.234.86.176","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4264","158.674040","192.168.0.2","4.35.184.139","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4265","158.674473","192.168.0.2","49.128.155.166","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4266","158.675144","192.168.0.2","128.136.146.203","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4267","158.675579","192.168.0.2","31.196.217.212","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4268","158.676012","192.168.0.2","48.207.129.153","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4269","158.676499","192.168.0.2","170.57.47.162","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4270","158.676947","192.168.0.2","53.152.133.183","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4271","158.677398","192.168.0.2","94.198.50.194","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4272","158.677864","192.168.0.2","155.71.181.98","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4273","158.678310","192.168.0.2","76.203.161.26","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4274","158.678727","192.168.0.2","134.36.105.230","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4275","158.679134","192.168.0.2","137.30.53.19","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4276","158.679583","192.168.0.2","172.215.42.211","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4277","158.679990","192.168.0.2","175.18.43.189","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4278","158.680493","192.168.0.2","181.73.196.0","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4279","158.680943","192.168.0.2","193.165.105.111","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4280","158.681434","192.168.0.2","157.12.234.123","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4281","158.681892","192.168.0.2","116.244.202.18","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4282","158.682353","192.168.0.2","120.149.202.65","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4283","158.682562","192.168.0.2","148.186.26.113","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4284","158.682757","192.168.0.2","104.55.166.33","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4285","158.682952","192.168.0.2","210.221.115.5","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4286","158.683152","192.168.0.2","100.162.38.177","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4287","158.683352","192.168.0.2","82.104.187.67","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4288","158.683542","192.168.0.2","32.37.60.56","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4289","158.683733","192.168.0.2","145.242.203.149","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4290","158.683925","192.168.0.2","114.237.20.198","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4291","158.684158","192.168.0.2","152.101.48.180","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4292","158.684950","192.168.0.2","44.81.45.51","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4293","158.685416","192.168.0.2","46.65.127.87","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4294","158.685907","192.168.0.2","49.163.32.243","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4295","158.686391","192.168.0.2","140.25.223.233","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4296","158.686798","192.168.0.2","177.110.175.94","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4297","158.687200","192.168.0.2","173.195.109.121","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4298","158.687606","192.168.0.2","206.55.168.195","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4299","158.688025","192.168.0.2","58.175.151.193","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4300","158.688523","192.168.0.2","185.151.176.29","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4301","158.688978","192.168.0.2","218.245.240.52","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4302","158.689431","192.168.0.2","187.79.87.20","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4303","158.689878","192.168.0.2","72.196.239.252","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4304","158.690349","192.168.0.2","177.77.176.157","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4305","158.690774","192.168.0.2","219.233.98.132","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4306","158.691172","192.168.0.2","93.2.178.139","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4307","158.691570","192.168.0.2","199.13.171.255","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4308","158.691970","192.168.0.2","99.64.49.240","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4309","158.692408","192.168.0.2","221.53.102.155","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4310","158.692608","192.168.0.2","13.64.162.90","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4311","158.692803","192.168.0.2","89.253.203.234","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4312","158.693032","192.168.0.2","169.165.111.220","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4313","158.693236","192.168.0.2","207.9.35.250","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4314","158.693459","192.168.0.2","31.168.36.212","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4315","158.693661","192.168.0.2","128.225.182.130","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4316","158.693870","192.168.0.2","133.69.230.62","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4317","158.694068","192.168.0.2","207.234.42.163","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4318","158.694456","192.168.0.2","93.135.92.196","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4319","158.694883","192.168.0.2","181.234.250.44","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4320","158.695295","192.168.0.2","23.128.91.224","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4321","158.695705","192.168.0.2","72.172.76.175","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4322","158.696154","192.168.0.2","172.188.179.211","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4323","158.696617","192.168.0.2","99.226.37.200","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4324","158.697074","192.168.0.2","222.78.239.106","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4325","158.697533","192.168.0.2","99.226.230.224","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4326","158.697995","192.168.0.2","122.155.166.217","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4327","158.698470","192.168.0.2","129.130.187.119","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4328","158.698908","192.168.0.2","68.249.153.46","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4329","158.699318","192.168.0.2","2.65.160.233","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4330","158.704626","35.1.218.179","192.168.0.2","TCP","54","23  >  16946 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4331","158.717896","211.233.18.156","192.168.0.2","TCP","54","23  >  53468 [ACK] Seq=101 Ack=53 Win=4076 Len=0"
"4332","158.765150","66.178.159.4","192.168.0.2","TCP","54","23  >  16946 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4333","158.842138","62.28.38.144","192.168.0.2","TCP","54","23  >  45070 [FIN, ACK] Seq=92 Ack=1 Win=6400 Len=0"
"4334","158.843213","192.168.0.2","62.28.38.144","TCP","54","45070  >  23 [FIN, ACK] Seq=1 Ack=93 Win=29200 Len=0"
"4335","158.994099","62.28.38.144","192.168.0.2","TCP","54","23  >  45070 [ACK] Seq=93 Ack=2 Win=6400 Len=0"
"4336","159.553932","68.242.207.61","192.168.0.2","TCP","54","23  >  16946 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4337","159.561354","2.65.160.233","192.168.0.2","TCP","54","23  >  16946 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4338","159.802715","70.11.114.13","192.168.0.2","TCP","54","23  >  16946 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"4339","159.845047","192.168.0.2","91.28.46.133","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4340","159.845334","192.168.0.2","123.214.4.143","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4341","159.845486","192.168.0.2","18.78.107.212","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4342","159.845640","192.168.0.2","88.234.186.39","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4343","159.845771","192.168.0.2","41.169.225.145","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4344","159.845951","192.168.0.2","120.88.89.136","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4345","159.846079","192.168.0.2","219.246.229.221","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4346","159.846198","192.168.0.2","78.146.165.53","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4347","159.846322","192.168.0.2","90.121.180.144","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4348","159.846539","192.168.0.2","156.212.115.120","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4349","159.846702","192.168.0.2","43.4.153.67","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4350","159.846921","192.168.0.2","91.63.153.249","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4351","159.847091","192.168.0.2","159.157.79.253","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4352","159.847279","192.168.0.2","161.62.83.76","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4353","159.847451","192.168.0.2","207.221.21.88","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4354","159.847698","192.168.0.2","36.54.99.160","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4355","159.847925","192.168.0.2","57.189.152.199","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4356","159.848126","192.168.0.2","52.117.80.226","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4357","159.848553","192.168.0.2","111.44.58.5","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4358","159.848934","192.168.0.2","98.249.90.66","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4359","159.849304","192.168.0.2","190.21.30.88","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4360","159.849702","192.168.0.2","5.213.37.46","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4361","159.850124","192.168.0.2","25.85.224.217","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4362","159.850511","192.168.0.2","199.219.88.199","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4363","159.850839","192.168.0.2","194.214.84.222","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4364","159.851277","192.168.0.2","100.19.64.155","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4365","159.851609","192.168.0.2","110.228.11.161","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4366","159.852890","192.168.0.2","107.217.112.159","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4367","159.853118","192.168.0.2","49.63.186.54","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4368","159.853292","192.168.0.2","39.73.32.170","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4369","159.853468","192.168.0.2","79.184.146.225","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4370","159.853711","192.168.0.2","40.150.92.233","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4371","159.853922","192.168.0.2","144.54.152.132","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4372","159.854161","192.168.0.2","195.210.37.35","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4373","159.854877","192.168.0.2","201.47.188.156","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4374","159.855225","192.168.0.2","59.131.11.172","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4375","159.855545","192.168.0.2","154.87.227.22","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4376","159.855873","192.168.0.2","141.143.11.223","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4377","159.856235","192.168.0.2","47.64.148.194","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4378","159.856625","192.168.0.2","163.187.126.87","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4379","159.856986","192.168.0.2","179.108.93.86","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4380","159.857368","192.168.0.2","5.157.4.140","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4381","159.857796","192.168.0.2","134.9.34.180","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4382","159.858211","192.168.0.2","20.93.91.112","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4383","159.858560","192.168.0.2","78.218.45.239","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4384","159.858881","192.168.0.2","63.85.246.101","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4385","159.859182","192.168.0.2","76.33.60.147","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4386","159.859491","192.168.0.2","70.97.253.243","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4387","159.859804","192.168.0.2","14.186.186.65","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4388","159.860145","192.168.0.2","8.113.8.36","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4389","159.860491","192.168.0.2","181.43.249.153","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4390","159.860853","192.168.0.2","144.81.180.92","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4391","159.861204","192.168.0.2","34.75.92.207","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4392","159.861559","192.168.0.2","138.225.195.59","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4393","159.861954","192.168.0.2","155.83.11.39","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4394","159.862294","192.168.0.2","191.180.58.162","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4395","159.862470","192.168.0.2","174.210.89.17","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4396","159.862625","192.168.0.2","104.138.25.100","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4397","159.862801","192.168.0.2","132.211.82.73","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4398","159.862992","192.168.0.2","134.29.7.120","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4399","159.863148","192.168.0.2","106.167.182.60","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4400","159.863312","192.168.0.2","58.229.61.128","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4401","159.863463","192.168.0.2","135.173.73.167","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4402","159.863623","192.168.0.2","130.244.210.34","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4403","159.863771","192.168.0.2","191.122.97.188","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4404","159.863941","192.168.0.2","173.238.33.95","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4405","159.864229","192.168.0.2","87.205.13.67","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4406","159.864786","192.168.0.2","80.21.178.102","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4407","159.865163","192.168.0.2","83.174.156.253","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4408","159.865506","192.168.0.2","88.35.108.118","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4409","159.865882","192.168.0.2","176.14.31.110","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4410","159.866233","192.168.0.2","123.15.119.227","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4411","159.866564","192.168.0.2","178.244.238.13","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4412","159.866864","192.168.0.2","123.220.37.184","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4413","159.867220","192.168.0.2","98.113.255.93","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4414","159.867668","192.168.0.2","98.90.252.84","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4415","159.868064","192.168.0.2","183.107.103.167","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4416","159.868478","192.168.0.2","196.77.29.29","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4417","159.868828","192.168.0.2","110.223.35.248","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4418","159.869178","192.168.0.2","95.85.243.11","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4419","159.869538","192.168.0.2","185.21.18.177","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4420","159.870004","192.168.0.2","117.169.72.102","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4421","159.870347","192.168.0.2","135.37.138.115","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4422","159.870663","192.168.0.2","210.89.196.165","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4423","159.870963","192.168.0.2","189.192.201.119","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4424","159.871263","192.168.0.2","196.51.95.84","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4425","159.871550","192.168.0.2","1.16.85.83","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4426","159.871920","192.168.0.2","41.143.250.186","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4427","159.872266","192.168.0.2","169.216.215.44","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"4428","159.872419","192.168.0.2","205.217.241.231","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
