"No.","Time","Source","Destination","Protocol","Length","Info"
"14562","211.291960","192.168.0.2","1.72.89.61","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14563","211.292313","192.168.0.2","73.69.101.170","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14564","211.292526","192.168.0.2","60.144.131.107","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14565","211.292736","192.168.0.2","52.177.169.37","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14566","211.292953","192.168.0.2","155.61.148.160","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14567","211.293157","192.168.0.2","60.65.22.90","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14568","211.293371","192.168.0.2","189.152.215.71","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14569","211.293568","192.168.0.2","169.13.70.48","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14570","211.293860","192.168.0.2","209.0.233.55","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14571","211.294267","192.168.0.2","128.193.52.147","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14572","211.294805","192.168.0.2","150.104.127.248","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14573","211.295207","192.168.0.2","108.253.59.22","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14574","211.295631","192.168.0.2","103.11.37.53","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14575","211.296050","192.168.0.2","40.233.209.150","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14576","211.296529","192.168.0.2","111.87.235.149","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14577","211.296978","192.168.0.2","193.154.110.146","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14578","211.297406","192.168.0.2","138.219.218.73","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14579","211.297845","192.168.0.2","37.139.157.177","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14580","211.298290","192.168.0.2","113.34.247.140","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14581","211.298718","192.168.0.2","146.8.196.98","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14582","211.299133","192.168.0.2","206.64.134.183","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14583","211.299531","192.168.0.2","220.157.42.86","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14584","211.299926","192.168.0.2","200.105.176.233","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14585","211.300370","192.168.0.2","34.220.178.19","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14586","211.300809","192.168.0.2","105.253.55.36","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14587","211.301253","192.168.0.2","117.86.169.232","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14588","211.301691","192.168.0.2","44.158.206.66","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14589","211.302133","192.168.0.2","142.82.187.115","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14590","211.302398","192.168.0.2","182.138.203.211","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14591","211.302638","192.168.0.2","46.120.227.182","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14592","211.302837","192.168.0.2","159.192.155.250","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14593","211.303029","192.168.0.2","103.37.98.85","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14594","211.303228","192.168.0.2","24.152.146.129","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14595","211.303423","192.168.0.2","159.115.174.141","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14596","211.303671","192.168.0.2","202.77.212.206","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14597","211.303914","192.168.0.2","154.29.209.72","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14598","211.304351","192.168.0.2","112.50.126.247","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14599","211.304770","192.168.0.2","202.156.87.108","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14600","211.305195","192.168.0.2","36.80.253.181","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14601","211.305612","192.168.0.2","114.134.251.198","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14602","211.306022","192.168.0.2","68.104.227.29","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14603","211.306434","192.168.0.2","121.248.123.50","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14604","211.306812","192.168.0.2","79.193.150.190","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14605","211.307197","192.168.0.2","25.87.116.135","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14606","211.307566","192.168.0.2","147.143.123.100","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14607","211.307968","192.168.0.2","89.66.51.154","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14608","211.308449","192.168.0.2","38.217.55.80","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14609","211.308865","192.168.0.2","151.126.215.135","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14610","211.309260","192.168.0.2","119.29.68.199","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14611","211.309451","192.168.0.2","180.48.177.202","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14612","211.309645","192.168.0.2","95.156.88.164","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14613","211.309838","192.168.0.2","14.148.88.103","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14614","211.310045","192.168.0.2","216.83.162.192","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14615","211.310235","192.168.0.2","107.130.46.62","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14616","211.310454","192.168.0.2","175.111.19.136","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14617","211.310645","192.168.0.2","32.202.93.71","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14618","211.310840","192.168.0.2","175.27.232.25","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14619","211.311020","192.168.0.2","210.211.131.8","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14620","211.311671","192.168.0.2","123.87.69.0","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14621","211.312091","192.168.0.2","32.212.241.135","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14622","211.312357","192.168.0.2","204.26.107.240","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14623","211.312593","192.168.0.2","79.131.47.121","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14624","211.312842","192.168.0.2","60.2.109.188","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14625","211.313052","192.168.0.2","216.205.89.142","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14626","211.313280","192.168.0.2","190.230.99.136","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14627","211.313478","192.168.0.2","23.39.46.11","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14628","211.313682","192.168.0.2","23.136.188.155","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14629","211.313876","192.168.0.2","5.177.175.98","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14630","211.314331","192.168.0.2","1.28.250.255","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14631","211.314758","192.168.0.2","184.46.220.225","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14632","211.315139","192.168.0.2","202.217.223.128","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14633","211.315502","192.168.0.2","99.81.55.90","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14634","211.315847","192.168.0.2","202.71.217.151","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14635","211.316316","192.168.0.2","95.236.213.149","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14636","211.316819","192.168.0.2","65.210.77.220","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14637","211.317251","192.168.0.2","125.77.142.124","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14638","211.317660","192.168.0.2","36.150.165.59","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14639","211.318081","192.168.0.2","89.13.72.146","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14640","211.318462","192.168.0.2","105.63.186.248","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14641","211.318812","192.168.0.2","156.131.203.105","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14642","211.319151","192.168.0.2","86.15.249.3","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14643","211.319503","192.168.0.2","195.201.52.242","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14644","211.319897","192.168.0.2","173.153.169.149","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14645","211.320326","192.168.0.2","164.31.111.121","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14646","211.320946","192.168.0.2","103.85.63.228","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14647","211.321575","192.168.0.2","154.140.104.128","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14648","211.322191","192.168.0.2","75.4.0.242","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14649","211.322481","192.168.0.2","78.178.181.128","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14650","211.322695","192.168.0.2","122.196.167.141","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14651","211.322878","192.168.0.2","132.147.71.212","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14652","211.323080","192.168.0.2","135.109.105.165","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14653","211.335417","76.5.189.21","192.168.0.2","TCP","54","23  >  16946 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"14654","211.392405","24.152.146.129","192.168.0.2","TCP","54","23  >  16946 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"14655","211.463042","190.117.198.221","192.168.0.2","TCP","58","23  >  16946 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1460"
"14656","211.463577","192.168.0.2","190.117.198.221","TCP","54","16946  >  23 [RST] Seq=1 Win=0 Len=0"
"14657","211.532679","191.21.47.82","192.168.0.2","TCP","54","23  >  16946 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"14658","211.575904","119.29.68.199","192.168.0.2","TCP","54","23  >  16946 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"14659","211.601584","36.80.253.181","192.168.0.2","TCP","54","23  >  16946 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"14660","212.084409","118.148.60.26","192.168.0.2","TCP","54","23  >  54026 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"14661","212.086167","192.168.0.2","118.148.60.26","TCP","74","54076  >  23 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM TSval=49805 TSecr=0 WS=16"
"14662","212.086622","192.168.0.2","162.114.204.223","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14663","212.086869","192.168.0.2","149.118.97.208","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14664","212.087122","192.168.0.2","137.4.87.163","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14665","212.087321","192.168.0.2","181.132.105.153","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14666","212.087516","192.168.0.2","222.30.188.190","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14667","212.087728","192.168.0.2","91.160.171.252","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14668","212.087928","192.168.0.2","143.22.115.45","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14669","212.088246","192.168.0.2","89.40.217.51","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14670","212.088445","192.168.0.2","150.45.100.200","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14671","212.088644","192.168.0.2","86.54.144.47","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14672","212.088854","192.168.0.2","155.209.240.15","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14673","212.089087","192.168.0.2","39.234.104.254","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14674","212.089289","192.168.0.2","184.137.34.27","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14675","212.089517","192.168.0.2","178.90.250.242","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14676","212.089702","192.168.0.2","210.44.242.76","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14677","212.089925","192.168.0.2","108.170.86.66","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14678","212.090147","192.168.0.2","164.23.40.5","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14679","212.090325","192.168.0.2","111.109.167.139","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14680","212.090585","192.168.0.2","100.188.121.124","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14681","212.090771","192.168.0.2","97.12.72.31","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14682","212.090964","192.168.0.2","145.25.144.222","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14683","212.091202","192.168.0.2","97.240.70.63","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14684","212.091390","192.168.0.2","158.249.165.230","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14685","212.091556","192.168.0.2","37.105.175.151","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14686","212.091733","192.168.0.2","83.227.223.30","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14687","212.091928","192.168.0.2","171.6.185.181","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14688","212.092200","192.168.0.2","53.33.162.12","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14689","212.092376","192.168.0.2","212.219.231.200","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14690","212.092540","192.168.0.2","120.30.216.251","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14691","212.092723","192.168.0.2","144.182.1.159","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14692","212.092909","192.168.0.2","136.105.185.40","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14693","212.093113","192.168.0.2","92.143.39.148","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14694","212.093301","192.168.0.2","125.172.209.140","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14695","212.093462","192.168.0.2","173.41.244.61","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14696","212.093619","192.168.0.2","173.180.227.61","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14697","212.093779","192.168.0.2","103.81.66.163","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14698","212.093958","192.168.0.2","92.118.115.234","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14699","212.095652","192.168.0.2","109.254.1.200","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14700","212.095964","192.168.0.2","14.79.42.111","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14701","212.096308","192.168.0.2","48.225.26.211","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14702","212.096625","192.168.0.2","147.38.32.102","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14703","212.096910","192.168.0.2","91.215.73.51","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14704","212.097215","192.168.0.2","136.40.82.117","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14705","212.097513","192.168.0.2","198.38.95.202","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14706","212.097798","192.168.0.2","136.245.149.48","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14707","212.098101","192.168.0.2","141.179.68.58","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14708","212.098398","192.168.0.2","1.47.175.173","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14709","212.098650","192.168.0.2","195.72.90.245","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14710","212.098908","192.168.0.2","27.29.26.234","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14711","212.099227","192.168.0.2","34.20.105.67","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14712","212.099495","192.168.0.2","165.46.224.104","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14713","212.099754","192.168.0.2","162.86.106.111","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14714","212.100008","192.168.0.2","43.163.251.98","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14715","212.100339","192.168.0.2","132.193.233.90","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14716","212.100619","192.168.0.2","123.78.71.104","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14717","212.100897","192.168.0.2","70.7.13.211","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14718","212.101219","192.168.0.2","44.246.190.183","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14719","212.101502","192.168.0.2","42.240.15.107","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14720","212.101775","192.168.0.2","131.230.236.176","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14721","212.102070","192.168.0.2","160.57.84.178","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14722","212.102284","192.168.0.2","38.207.173.231","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14723","212.102444","192.168.0.2","178.146.222.14","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14724","212.102581","192.168.0.2","74.147.154.211","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14725","212.102726","192.168.0.2","188.73.90.59","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14726","212.102865","192.168.0.2","151.73.50.63","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14727","212.102998","192.168.0.2","42.38.88.70","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14728","212.103162","192.168.0.2","95.213.156.66","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14729","212.103328","192.168.0.2","136.67.140.116","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14730","212.103467","192.168.0.2","81.252.250.69","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14731","212.103599","192.168.0.2","210.134.234.178","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14732","212.103737","192.168.0.2","176.197.118.134","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14733","212.103871","192.168.0.2","149.212.234.164","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14734","212.104001","192.168.0.2","187.139.212.101","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14735","212.104356","192.168.0.2","67.143.202.85","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14736","212.104742","192.168.0.2","88.229.69.47","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14737","212.105022","192.168.0.2","220.65.165.206","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14738","212.105333","192.168.0.2","84.127.56.33","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14739","212.105603","192.168.0.2","34.177.163.236","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14740","212.105874","192.168.0.2","180.76.184.93","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14741","212.106165","192.168.0.2","94.164.49.175","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14742","212.106442","192.168.0.2","59.174.108.222","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14743","212.106708","192.168.0.2","221.210.203.63","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14744","212.106960","192.168.0.2","107.88.181.40","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14745","212.107234","192.168.0.2","2.185.9.128","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14746","212.107495","192.168.0.2","110.214.238.8","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14747","212.107760","192.168.0.2","49.78.142.138","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14748","212.108015","192.168.0.2","199.175.98.171","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14749","212.108349","192.168.0.2","153.81.41.218","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14750","212.108615","192.168.0.2","111.104.55.176","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14751","212.108884","192.168.0.2","165.152.74.53","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14752","212.109160","192.168.0.2","160.221.136.4","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14753","212.109459","192.168.0.2","75.246.193.61","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14754","212.109722","192.168.0.2","154.228.121.239","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14755","212.109996","192.168.0.2","50.166.98.121","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14756","212.110279","192.168.0.2","100.39.81.130","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14757","212.110556","192.168.0.2","212.249.110.242","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14758","212.110802","192.168.0.2","126.39.12.43","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14759","212.111057","192.168.0.2","148.37.108.228","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14760","212.111331","192.168.0.2","173.233.137.134","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14761","212.111598","192.168.0.2","125.150.250.35","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14762","212.111852","192.168.0.2","59.43.152.137","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14763","212.112097","192.168.0.2","5.164.244.42","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14764","212.112294","192.168.0.2","165.200.176.17","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14765","212.112466","192.168.0.2","216.147.201.229","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14766","212.112592","192.168.0.2","185.166.74.202","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14767","212.112721","192.168.0.2","157.60.244.112","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14768","212.112856","192.168.0.2","65.93.132.123","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14769","212.112984","192.168.0.2","197.141.236.108","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14770","212.113113","192.168.0.2","143.202.249.243","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14771","212.113253","192.168.0.2","49.61.120.44","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14772","212.113375","192.168.0.2","156.37.221.204","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14773","212.113534","192.168.0.2","39.117.17.149","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14774","212.113665","192.168.0.2","140.95.52.40","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14775","212.113806","192.168.0.2","24.121.231.160","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14776","212.113939","192.168.0.2","157.77.249.137","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14777","212.114290","192.168.0.2","111.82.177.20","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14778","212.114645","192.168.0.2","210.109.35.154","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14779","212.114894","192.168.0.2","61.120.146.165","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14780","212.115148","192.168.0.2","86.227.238.87","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14781","212.115414","192.168.0.2","98.32.85.41","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14782","212.115667","192.168.0.2","202.209.131.85","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14783","212.115922","192.168.0.2","157.72.235.207","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14784","212.116197","192.168.0.2","89.17.83.99","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14785","212.116513","192.168.0.2","193.221.203.40","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14786","212.116798","192.168.0.2","41.98.64.114","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14787","212.117065","192.168.0.2","153.30.84.186","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
"14788","212.117351","192.168.0.2","8.211.16.81","TCP","54","16946  >  23 [SYN] Seq=0 Win=32010 Len=0"
